Name , OIII/Hb , NII/Ha , SII/Ha , OIII/OII , OIII/NII , OIII/SII , NII/SII , NII/OII , NII/SII;OIII/SII[log q] , NII/SII;OIII/SII[log z] , NII/SII;OIII/Hb[log q] , NII/SII;OIII/Hb[log z] , NII/SII;OIII/OII[log q] , NII/SII;OIII/OII[log z] , NII/OII;OIII/SII[log q] , NII/OII;OIII/SII[log z] , NII/OII;OIII/Hb[log q] , NII/OII;OIII/Hb[log z] , NII/OII;OIII/OII[log q] , NII/OII;OIII/OII[log z] , NII/Ha;OIII/Hb[log q] , NII/Ha;OIII/Hb[log z] , NII/Ha;OIII/OII[log q] , NII/Ha;OIII/OII[log z] , <q> , d[q] , <z> , d[z] , 
ID-4-34 , 0.35763 , -0.5317 , -0.29476 , -0.2843 , 1.0038 , 0.30505 , -0.23684 , -0.82619 , 7.09281 , 8.62875 , 7.24183 , 8.58784 , 7.23761 , 8.58997 , 7.24525 , 8.78132 , nan , nan , 7.4038 , 8.78407 , nan , nan , nan , nan , 7.24426 , 0.11005 , 8.67439 , 0.10021 , 
ID-4-35 , 0.34847 , -0.27854 , -0.06613 , -0.38293 , 1.03573 , 0.34754 , -0.21231 , -0.94278 , 7.14034 , 8.64886 , 7.25522 , 8.61824 , 7.18416 , 8.63655 , 7.18757 , 8.7001 , 7.37207 , 8.70833 , 7.22781 , 8.70169 , nan , nan , nan , nan , 7.22786 , 0.08092 , 8.66896 , 0.03903 , 
ID-4-36 , 0.33968 , -0.33962 , -0.12903 , -0.33487 , 1.02369 , 0.34037 , -0.21049 , -0.88573 , 7.13849 , 8.65205 , 7.24539 , 8.62264 , 7.22077 , 8.62952 , 7.22522 , 8.73917 , 7.4446 , 8.74841 , 7.31056 , 8.74164 , nan , nan , nan , nan , 7.26417 , 0.10417 , 8.6889 , 0.06021 , 
ID-4-37 , 0.34794 , -0.31315 , -0.116 , -0.3366 , 1.02078 , 0.35018 , -0.19704 , -0.88383 , 7.1575 , 8.66525 , 7.27988 , 8.63534 , 7.22998 , 8.64543 , 7.23397 , 8.74089 , nan , nan , 7.3097 , 8.74278 , nan , nan , nan , nan , 7.24221 , 0.05781 , 8.68594 , 0.05215 , 
ID-4-38 , 0.34566 , -0.28119 , -0.06697 , -0.3649 , 1.02535 , 0.33583 , -0.21412 , -0.91485 , 7.13236 , 8.64878 , 7.2483 , 8.61692 , 7.19594 , 8.63091 , 7.20019 , 8.71915 , 7.40928 , 8.72797 , 7.25973 , 8.7209 , nan , nan , nan , nan , 7.24096 , 0.09404 , 8.67744 , 0.05066 , 
ID-4-39 , 0.34693 , -0.22993 , -0.0186 , -0.38247 , 1.02237 , 0.3335 , -0.21123 , -0.9272 , 7.13413 , 8.65236 , 7.25389 , 8.61987 , 7.18535 , 8.63771 , 7.18919 , 8.71049 , 7.39236 , 8.71925 , 7.23595 , 8.71193 , nan , nan , nan , nan , 7.23181 , 0.08921 , 8.67527 , 0.04364 , 
ID-4-40 , 0.35776 , -0.07087 , 0.09736 , 1.39209 , 1.01396 , 0.36155 , -0.16813 , 0.86241 , 7.19461 , 8.69458 , 7.33258 , 8.66553 , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , 7.26359 , 0.09756 , 8.68006 , 0.02054 , 
ID-5-30 , 0.16956 , -0.58 , -0.37288 , -0.15278 , 0.74955 , 0.09088 , -0.20702 , -0.45068 , 7.01378 , 8.70023 , 7.08316 , 8.67682 , 7.39556 , 8.60529 , 7.41792 , 9.0039 , nan , nan , nan , nan , nan , nan , nan , nan , 7.22761 , 0.20898 , 8.74656 , 0.17625 , 
ID-5-31 , 0.34865 , -0.14566 , 0.05496 , -0.60353 , 0.9551 , 0.27622 , -0.20052 , -1.08027 , 7.1153 , 8.67375 , 7.27547 , 8.6313 , 7.03735 , 8.70147 , 7.02623 , 8.58182 , 7.21 , 8.59756 , 6.96853 , 8.57687 , nan , nan , nan , nan , 7.10548 , 0.11798 , 8.62713 , 0.05132 , 
ID-5-32 , 0.3228 , -0.34293 , -0.13795 , -0.60774 , 0.91061 , 0.23762 , -0.20489 , -1.05025 , 7.09063 , 8.67568 , 7.23348 , 8.6336 , 7.03088 , 8.69705 , 7.02223 , 8.60541 , 7.20052 , 8.62003 , 6.97836 , 8.60169 , nan , nan , nan , nan , 7.09268 , 0.10326 , 8.63891 , 0.03905 , 
ID-5-33 , 0.33961 , -0.2252 , -0.00315 , -0.69895 , 0.99677 , 0.29783 , -0.22196 , -1.21873 , 7.10442 , 8.64651 , 7.2362 , 8.60957 , 6.96352 , 8.7017 , 6.95208 , 8.46615 , 7.10259 , 8.48097 , 6.83426 , 8.4554 , nan , nan , nan , nan , 7.03218 , 0.1429 , 8.56005 , 0.10584 , 
ID-5-34 , 0.31007 , -0.4317 , -0.17205 , -0.48427 , 0.99076 , 0.26291 , -0.25956 , -1.00673 , 7.04732 , 8.61089 , 7.17762 , 8.57437 , 7.07261 , 8.60264 , 7.07574 , 8.64367 , 7.22073 , 8.65514 , 7.10289 , 8.64554 , nan , nan , nan , nan , 7.11615 , 0.06806 , 8.62204 , 0.03127 , 
ID-5-35 , 0.31733 , -0.43189 , -0.20512 , -0.40693 , 1.01091 , 0.31533 , -0.22667 , -0.94894 , 7.10868 , 8.6383 , 7.21083 , 8.61023 , 7.15526 , 8.62465 , 7.1594 , 8.69445 , 7.29678 , 8.70105 , 7.20226 , 8.69651 , nan , nan , nan , nan , 7.18887 , 0.0644 , 8.66086 , 0.04098 , 
ID-5-36 , 0.3189 , -0.34643 , -0.12819 , -0.39634 , 1.00102 , 0.31046 , -0.21814 , -0.92494 , 7.11496 , 8.64858 , 7.21915 , 8.61955 , 7.16977 , 8.63245 , 7.17416 , 8.71114 , 7.33417 , 8.71811 , 7.22396 , 8.71273 , nan , nan , nan , nan , 7.20603 , 0.07421 , 8.67376 , 0.04508 , 
ID-5-37 , 0.32021 , -0.3436 , -0.11795 , -0.35095 , 0.99528 , 0.29752 , -0.22555 , -0.87401 , 7.10055 , 8.64259 , 7.21452 , 8.61072 , 7.19729 , 8.61489 , 7.20279 , 8.74501 , 7.42129 , 8.75486 , 7.2992 , 8.74837 , nan , nan , nan , nan , 7.23927 , 0.10925 , 8.68607 , 0.07032 , 
ID-5-38 , 0.32076 , -0.34432 , -0.12791 , -0.3337 , 0.98727 , 0.29918 , -0.21632 , -0.84919 , 7.11095 , 8.65251 , 7.2224 , 8.62113 , 7.2171 , 8.6225 , 7.22257 , 8.76226 , nan , nan , 7.33313 , 8.76565 , nan , nan , nan , nan , 7.22123 , 0.07859 , 8.68481 , 0.07334 , 
ID-5-39 , 0.31715 , -0.21539 , -0.03484 , -0.41221 , 0.97055 , 0.31282 , -0.18046 , -0.90549 , 7.15546 , 8.68922 , 7.24744 , 8.66289 , 7.1885 , 8.67897 , 7.19051 , 8.72462 , 7.36064 , 8.7318 , 7.21854 , 8.72464 , nan , nan , nan , nan , 7.22685 , 0.0725 , 8.70202 , 0.02876 , 
ID-5-40 , 0.335 , -0.2562 , -0.10086 , -0.4295 , 0.97941 , 0.34926 , -0.15524 , -0.93401 , 7.20457 , 8.71037 , 7.30931 , 8.68618 , 7.19616 , 8.71328 , 7.1955 , 8.70636 , 7.35563 , 8.71323 , 7.18863 , 8.70522 , nan , nan , nan , nan , 7.24164 , 0.07205 , 8.70577 , 0.01018 , 
ID-5-41 , 0.38351 , -0.34305 , -0.20713 , -0.21994 , 1.01972 , 0.41102 , -0.13582 , -0.76678 , 7.2599 , 8.72232 , 7.42203 , 8.6937 , 7.39882 , 8.69615 , 7.40044 , 8.82966 , nan , nan , 7.51533 , 8.82781 , nan , nan , nan , nan , 7.3993 , 0.0914 , 8.75393 , 0.06921 , 
ID-5-42 , 0.38486 , -0.30044 , -0.15969 , 2.0978 , 1.04039 , 0.42392 , -0.14065 , 1.53322 , 7.26028 , 8.71527 , 7.41033 , 8.68939 , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , 7.33531 , 0.1061 , 8.70233 , 0.0183 , 
ID-5-43 , 0.40857 , -0.2648 , -0.11705 , 1.93348 , 1.05909 , 0.43417 , -0.14765 , 1.35166 , 7.25622 , 8.70626 , 7.44179 , 8.67573 , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , 7.349 , 0.13122 , 8.691 , 0.02159 , 
ID-6-28 , 0.39949 , 0.00424 , 0.05813 , -0.65968 , 1.04048 , 0.49956 , -0.05379 , -1.21303 , 7.44797 , 8.79338 , 7.73898 , 8.74817 , 7.11841 , 8.89977 , 7.09175 , 8.4819 , 7.18565 , 8.49117 , 6.86773 , 8.46281 , nan , nan , nan , nan , 7.24175 , 0.30676 , 8.6462 , 0.19027 , 
ID-6-29 , 0.41966 , -0.69702 , -0.57859 , 0.00943 , 1.11668 , 0.54927 , -0.11833 , -0.65817 , 7.38519 , 8.72124 , 7.52418 , 8.70152 , 7.70005 , 8.69075 , 7.68664 , 8.91739 , nan , nan , nan , nan , nan , nan , nan , nan , 7.57401 , 0.14912 , 8.75772 , 0.10719 , 
ID-6-30 , 0.3024 , -0.22905 , -0.06394 , -0.41269 , 0.93374 , 0.29315 , -0.16501 , -0.87085 , 7.16496 , 8.70861 , 7.24543 , 8.68454 , 7.2004 , 8.69707 , 7.20198 , 8.74695 , 7.38609 , 8.75527 , 7.23477 , 8.74708 , nan , nan , nan , nan , 7.23894 , 0.07751 , 8.72325 , 0.03018 , 
ID-6-31 , 0.32595 , -0.11482 , 0.02655 , -0.57614 , 0.94106 , 0.31956 , -0.14126 , -1.03697 , 7.20733 , 8.73014 , 7.33203 , 8.70141 , 7.10435 , 8.76867 , 7.09294 , 8.6207 , 7.21567 , 8.63148 , 7.00752 , 8.61473 , nan , nan , nan , nan , 7.15997 , 0.1147 , 8.67785 , 0.06471 , 
ID-6-32 , 0.35437 , -0.27783 , -0.06957 , -0.57682 , 0.99641 , 0.31447 , -0.20817 , -1.09945 , 7.12736 , 8.65891 , 7.27434 , 8.62115 , 7.04982 , 8.68456 , 7.03885 , 8.56751 , 7.20254 , 8.58215 , 6.97991 , 8.56257 , nan , nan , nan , nan , 7.11214 , 0.11086 , 8.61281 , 0.05071 , 
ID-6-33 , 0.28514 , -0.29297 , -0.07896 , -0.56672 , 0.92998 , 0.24289 , -0.21391 , -1.02351 , 7.08405 , 8.6649 , 7.18977 , 8.63403 , 7.05221 , 8.67552 , 7.04746 , 8.62842 , 7.17266 , 8.63901 , 7.02186 , 8.62656 , nan , nan , nan , nan , 7.09467 , 0.0701 , 8.64474 , 0.02048 , 
ID-6-34 , 0.2347 , -0.45352 , -0.19059 , -0.5141 , 0.90527 , 0.17567 , -0.26283 , -0.9526 , 6.99872 , 8.62332 , 7.10192 , 8.59221 , 7.04852 , 8.60573 , 7.05549 , 8.68577 , 7.16955 , 8.69201 , 7.10323 , 8.68906 , nan , nan , nan , nan , 7.07957 , 0.05871 , 8.64802 , 0.04595 , 
ID-6-35 , 0.26224 , -0.4761 , -0.22564 , -0.46493 , 0.95184 , 0.23487 , -0.25036 , -0.95016 , 7.04219 , 8.62612 , 7.13855 , 8.59862 , 7.09411 , 8.60916 , 7.10011 , 8.69044 , 7.20794 , 8.69564 , 7.14842 , 8.69303 , nan , nan , nan , nan , 7.12189 , 0.05654 , 8.65217 , 0.04565 , 
ID-6-36 , 0.27579 , -0.45652 , -0.22599 , -0.39407 , 0.95092 , 0.25364 , -0.23043 , -0.87815 , 7.07259 , 8.6448 , 7.16756 , 8.61775 , 7.16165 , 8.61762 , 7.16819 , 8.74063 , 7.31407 , 8.7474 , 7.24886 , 8.74333 , nan , nan , nan , nan , 7.18882 , 0.08297 , 8.68526 , 0.06491 , 
ID-6-37 , 0.28998 , -0.38136 , -0.1493 , -0.37359 , 0.95345 , 0.25162 , -0.23196 , -0.85717 , 7.06995 , 8.64346 , 7.1801 , 8.61189 , 7.17553 , 8.61173 , 7.18224 , 8.75642 , 7.38213 , 8.7639 , 7.28294 , 8.75806 , nan , nan , nan , nan , 7.21215 , 0.10713 , 8.69091 , 0.07602 , 
ID-6-38 , 0.28746 , -0.34494 , -0.1296 , -0.37096 , 0.94342 , 0.25693 , -0.21525 , -0.84314 , 7.09 , 8.66097 , 7.19096 , 8.63182 , 7.1906 , 8.63078 , 7.19633 , 8.76923 , 7.40209 , 8.77386 , 7.29418 , 8.76733 , nan , nan , nan , nan , 7.22736 , 0.10724 , 8.70566 , 0.07149 , 
ID-6-39 , 0.31446 , -0.28582 , -0.1123 , -0.33824 , 0.95806 , 0.31118 , -0.17342 , -0.82284 , 7.16338 , 8.69683 , 7.25092 , 8.6716 , 7.24724 , 8.67285 , 7.25052 , 8.78399 , nan , nan , 7.34331 , 8.78255 , nan , nan , nan , nan , 7.25107 , 0.06367 , 8.72156 , 0.05722 , 
ID-6-40 , 0.33348 , -0.33118 , -0.19094 , -0.31345 , 0.96702 , 0.35357 , -0.14014 , -0.80716 , 7.22539 , 8.72614 , 7.34496 , 8.70065 , 7.30419 , 8.70762 , 7.30777 , 8.7945 , nan , nan , 7.38102 , 8.79449 , nan , nan , nan , nan , 7.31267 , 0.05794 , 8.74468 , 0.04642 , 
ID-6-41 , 0.36309 , -0.31104 , -0.17323 , -0.27783 , 0.99546 , 0.38353 , -0.13771 , -0.79908 , 7.24308 , 8.72429 , 7.39021 , 8.69627 , 7.34092 , 8.70375 , 7.34353 , 8.80065 , nan , nan , 7.42741 , 8.80241 , nan , nan , nan , nan , 7.34903 , 0.06921 , 8.74548 , 0.0522 , 
ID-6-42 , 0.38105 , -0.28782 , -0.16451 , -0.22432 , 1.01752 , 0.41879 , -0.12321 , -0.76632 , 7.28154 , 8.73439 , 7.45396 , 8.70473 , 7.40686 , 8.7117 , 7.40818 , 8.82855 , nan , nan , 7.50764 , 8.82781 , nan , nan , nan , nan , 7.41164 , 0.08362 , 8.76144 , 0.06191 , 
ID-6-43 , 0.40486 , -0.27291 , -0.12782 , -0.22472 , 1.05454 , 0.4327 , -0.14499 , -0.80241 , 7.25908 , 8.70934 , 7.43864 , 8.67948 , 7.38523 , 8.68662 , 7.38647 , 8.79975 , nan , nan , 7.49002 , 8.80369 , nan , nan , nan , nan , 7.39189 , 0.08592 , 8.73578 , 0.06121 , 
ID-6-44 , 0.40425 , -0.35452 , -0.20873 , 1.54387 , 1.05548 , 0.43292 , -0.14569 , 0.96525 , 7.25824 , 8.70855 , 7.4368 , 8.67886 , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , 7.34752 , 0.12626 , 8.69371 , 0.02099 , 
ID-7-26 , 0.48987 , 0.55239 , 0.61018 , -0.24084 , 1.15624 , 0.58417 , -0.05769 , -0.88271 , 7.50521 , 8.7792 , 8.22657 , 8.73385 , 7.45516 , 8.78958 , 7.45367 , 8.75437 , nan , nan , 7.42122 , 8.749 , nan , nan , nan , nan , 7.61237 , 0.34466 , 8.7612 , 0.02276 , 
ID-7-27 , 0.53296 , 0.76521 , 0.82749 , -1.20823 , 1.22632 , 0.63837 , -0.06218 , -1.90878 , 7.54126 , 8.76798 , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , 7.54126 , nan , 8.76798 , nan , 
ID-7-28 , 0.48049 , 0.18633 , 0.2539 , -0.76292 , 1.16091 , 0.59579 , -0.06747 , -1.42618 , 7.49835 , 8.76802 , 8.01109 , 8.72885 , 7.0395 , 8.91643 , 7.01059 , 8.27624 , 7.23261 , 8.29816 , 6.70141 , 8.22985 , nan , nan , nan , nan , 7.24892 , 0.4569 , 8.53626 , 0.30117 , 
ID-7-29 , 0.4785 , 0.05129 , 0.21616 , -0.40421 , 1.15522 , 0.4994 , -0.16477 , -1.06838 , 7.27886 , 8.67845 , 7.58173 , 8.64259 , 7.20665 , 8.69549 , 7.20297 , 8.60334 , nan , nan , 7.14369 , 8.59925 , nan , nan , nan , nan , 7.28278 , 0.17385 , 8.64382 , 0.04329 , 
ID-7-30 , 0.39768 , -0.20018 , -0.09227 , -0.30633 , 1.00204 , 0.41855 , -0.10782 , -0.8327 , 7.30428 , 8.75026 , 7.51535 , 8.71433 , 7.34334 , 8.74469 , 7.34383 , 8.77847 , nan , nan , 7.37428 , 8.77829 , nan , nan , nan , nan , 7.37622 , 0.08165 , 8.75321 , 0.02674 , 
ID-7-31 , 0.39982 , -0.16313 , -0.0054 , -0.43465 , 1.05493 , 0.41746 , -0.15763 , -1.00975 , 7.23503 , 8.69772 , 7.41547 , 8.66675 , 7.1906 , 8.71142 , 7.18676 , 8.64859 , 7.39047 , 8.66173 , 7.14615 , 8.64602 , nan , nan , nan , nan , 7.26075 , 0.11398 , 8.67204 , 0.02673 , 
ID-7-32 , 0.37904 , -0.16998 , -0.00353 , -0.46609 , 1.01733 , 0.37226 , -0.16635 , -1.0047 , 7.20207 , 8.69487 , 7.37042 , 8.66205 , 7.16136 , 8.70783 , 7.15746 , 8.65065 , 7.35303 , 8.66371 , 7.12025 , 8.64832 , nan , nan , nan , nan , 7.22743 , 0.10734 , 8.67124 , 0.02444 , 
ID-7-33 , 0.33066 , -0.33502 , -0.11399 , -0.42319 , 0.97175 , 0.27981 , -0.22093 , -0.92393 , 7.09607 , 8.65074 , 7.22834 , 8.61314 , 7.14813 , 8.63474 , 7.15271 , 8.71062 , 7.3614 , 8.71996 , 7.19936 , 8.71209 , nan , nan , nan , nan , 7.19767 , 0.09225 , 8.67355 , 0.04624 , 
ID-7-34 , 0.27199 , -0.46143 , -0.19689 , -0.42439 , 0.95689 , 0.22536 , -0.26445 , -0.9142 , 7.02266 , 8.61239 , 7.1368 , 8.57942 , 7.11228 , 8.58362 , 7.12075 , 8.71518 , 7.25057 , 8.72147 , 7.20297 , 8.71837 , nan , nan , nan , nan , 7.141 , 0.07887 , 8.65507 , 0.07025 , 
ID-7-35 , 0.26186 , -0.47169 , -0.20998 , -0.43378 , 0.93923 , 0.21138 , -0.26161 , -0.90678 , 7.0183 , 8.6181 , 7.12923 , 8.58564 , 7.10764 , 8.589 , 7.11632 , 8.71966 , 7.24016 , 8.7258 , 7.19784 , 8.72273 , nan , nan , nan , nan , 7.13491 , 0.07715 , 8.66016 , 0.0695 , 
ID-7-36 , 0.24498 , -0.47605 , -0.20108 , -0.4037 , 0.91485 , 0.17431 , -0.27487 , -0.85288 , 6.98826 , 8.61013 , 7.10231 , 8.57512 , 7.11938 , 8.56683 , 7.13027 , 8.75785 , 7.28869 , 8.76263 , 7.25184 , 8.75917 , nan , nan , nan , nan , 7.14679 , 0.10891 , 8.67195 , 0.09743 , 
ID-7-37 , 0.25793 , -0.43501 , -0.18882 , -0.36995 , 0.91129 , 0.19836 , -0.24609 , -0.8144 , 7.02754 , 8.63752 , 7.13777 , 8.60484 , 7.16718 , 8.59434 , 7.17577 , 8.78613 , 7.3879 , 8.79165 , 7.31208 , 8.78601 , nan , nan , nan , nan , 7.20137 , 0.12895 , 8.70008 , 0.0973 , 
ID-7-38 , 0.28059 , -0.38669 , -0.17736 , -0.32878 , 0.91617 , 0.23864 , -0.20924 , -0.77666 , 7.08667 , 8.67076 , 7.18908 , 8.6407 , 7.22618 , 8.62989 , 7.2337 , 8.81442 , nan , nan , 7.38122 , 8.81325 , nan , nan , nan , nan , 7.22337 , 0.10594 , 8.7138 , 0.09254 , 
ID-7-39 , 0.30144 , -0.40123 , -0.224 , -0.31162 , 0.92676 , 0.28004 , -0.17713 , -0.76878 , 7.14352 , 8.69799 , 7.23486 , 8.67115 , 7.26867 , 8.66394 , 7.27586 , 8.82216 , nan , nan , 7.40578 , 8.81965 , nan , nan , nan , nan , 7.26574 , 0.09436 , 8.73498 , 0.07947 , 
ID-7-40 , 0.32368 , -0.39159 , -0.24098 , -0.28837 , 0.94386 , 0.32354 , -0.15051 , -0.76242 , 7.19782 , 8.71949 , 7.30332 , 8.69391 , 7.31805 , 8.69025 , 7.32334 , 8.829 , nan , nan , 7.4368 , 8.82567 , nan , nan , nan , nan , 7.31587 , 0.08482 , 8.75166 , 0.07 , 
ID-7-41 , 0.34439 , -0.39384 , -0.25124 , -0.23221 , 0.96933 , 0.3569 , -0.1425 , -0.73161 , 7.2241 , 8.72309 , 7.35257 , 8.69623 , 7.38039 , 8.69021 , 7.38396 , 8.85223 , nan , nan , 7.52519 , 8.85035 , nan , nan , nan , nan , 7.37324 , 0.10715 , 8.76242 , 0.08206 , 
ID-7-42 , 0.37654 , -0.40734 , -0.274 , -0.2292 , 1.00525 , 0.39872 , -0.13325 , -0.76116 , 7.25675 , 8.72689 , 7.42015 , 8.69725 , 7.39235 , 8.70066 , 7.39433 , 8.83614 , nan , nan , 7.50329 , 8.83092 , nan , nan , nan , nan , 7.39337 , 0.08869 , 8.75837 , 0.06959 , 
ID-7-43 , 0.36388 , -0.38827 , -0.26677 , -0.26188 , 0.99963 , 0.40369 , -0.12141 , -0.78698 , 7.27579 , 8.73859 , 7.43667 , 8.7097 , 7.3724 , 8.7202 , 7.37406 , 8.81011 , nan , nan , 7.45365 , 8.81152 , nan , nan , nan , nan , 7.38252 , 0.06992 , 8.75803 , 0.04929 , 
ID-7-44 , 0.35956 , -0.47404 , -0.33124 , -0.25984 , 0.98991 , 0.37701 , -0.1427 , -0.77955 , 7.23371 , 8.71987 , 7.37175 , 8.6928 , 7.35339 , 8.69459 , 7.35633 , 8.821 , nan , nan , 7.46067 , 8.81658 , nan , nan , nan , nan , 7.35517 , 0.08087 , 8.74897 , 0.06465 , 
ID-7-45 , 0.26421 , -0.28891 , -0.12043 , -0.70286 , 0.91199 , 0.26379 , -0.16838 , -1.13504 , 7.1464 , 8.70984 , 7.20789 , 8.69123 , 6.99758 , 8.77305 , 6.98242 , 8.53484 , 7.05605 , 8.54378 , 6.86791 , 8.52482 , nan , nan , nan , nan , 7.04304 , 0.12202 , 8.62959 , 0.10783 , 
ID-7-46 , 0.30052 , -0.24414 , -0.11034 , 1.92087 , 0.91005 , 0.29621 , -0.13371 , 1.49095 , 7.20525 , 8.74193 , 7.32002 , 8.71383 , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , nan , 7.26263 , 0.08115 , 8.72788 , 0.01987 , 
ID-8-26 , 0.54425 , 0.89465 , 0.9064 , -1.09898 , 1.21696 , 0.67437 , -0.01165 , -1.78499 , 7.67644 , 8.81158 , nan , nan , nan , nan , 6.88677 , 7.69757 , nan , nan , nan , nan , nan , nan , nan , nan , 7.2816 , 0.55838 , 8.25457 , 0.78772 , 
ID-8-27 , 0.49568 , 0.71417 , 0.76381 , -1.17754 , 1.19296 , 0.61989 , -0.04954 , -1.84697 , 7.54753 , 8.78241 , 8.48143 , 8.73583 , nan , nan , 6.8354 , 7.46619 , nan , nan , nan , nan , nan , nan , nan , nan , 7.62145 , 0.8255 , 8.32814 , 0.74684 , 
ID-8-28 , 0.47208 , 0.27123 , 0.41126 , -0.78027 , 1.15587 , 0.5141 , -0.13993 , -1.43429 , 7.32568 , 8.70333 , 7.60842 , 8.67126 , 6.97519 , 8.83385 , 6.95504 , 8.26024 , 7.22202 , 8.28854 , 6.6857 , 8.21831 , nan , nan , nan , nan , 7.12867 , 0.32484 , 8.49592 , 0.26966 , 
ID-8-29 , 0.4341 , -0.23599 , -0.05248 , -0.33257 , 1.08418 , 0.42464 , -0.18341 , -0.94061 , 7.21047 , 8.66863 , 7.44313 , 8.63006 , 7.24354 , 8.66043 , 7.2456 , 8.70477 , nan , nan , 7.28136 , 8.70561 , nan , nan , nan , nan , 7.28482 , 0.09199 , 8.6739 , 0.03198 , 
